i,target,point,point2,pair
3083,0.861667,0.693333,0.778795,0.881084
3084,0.863333,0.664494,0.734223,0.838776
3085,0.863333,0.679754,0.640570,0.736569
3086,0.863333,0.558921,0.690444,0.697411
3087,0.863333,0.663482,0.809722,0.799420
3088,0.863333,0.656756,0.808885,0.753918
3089,0.863333,0.674578,0.760589,0.681325
3090,0.865000,0.664807,0.747615,0.719622
3091,0.865000,0.588609,0.605603,0.694903
3092,0.865000,0.668323,0.943412,0.737063
3093,0.865000,0.600928,0.651052,0.676476
3094,0.866667,0.669974,0.766360,0.764294
3095,0.866667,0.648059,0.705901,0.564239
3096,0.866667,0.644219,0.663836,0.716162
3097,0.866667,0.682391,0.826476,0.761670
3098,0.866667,0.680367,0.798304,0.764252
3099,0.866667,0.659106,0.955041,0.726517
3100,0.866667,0.700120,0.795957,0.937492
3101,0.866667,0.650996,0.678988,0.677805
3102,0.866667,0.692252,0.888730,0.881467
3103,0.866667,0.622086,0.854244,0.564880
3104,0.866667,0.694590,0.864165,0.835902
3105,0.866667,0.657321,0.809617,0.721196
3106,0.866667,0.696680,0.883946,0.898364
3107,0.866667,0.619514,0.685318,0.630708
3108,0.866667,0.621959,0.871759,0.650917
3109,0.866667,0.595834,0.674873,0.603515
3110,0.866667,0.672287,0.775257,0.736809
3111,0.866667,0.669994,0.859490,0.784974
3112,0.866667,0.671761,0.697230,0.800341
3113,0.866667,0.673307,0.772693,0.769192
3114,0.866667,0.665766,0.813804,0.797242
3115,0.866667,0.680021,0.772364,0.756103
3116,0.866667,0.567852,0.588825,0.582001
3117,0.866667,0.699833,0.884742,0.922801
3118,0.866667,0.695655,0.868935,0.885427
3119,0.866667,0.644852,0.880808,0.693380
3120,0.868333,0.649710,0.791539,0.671919
3121,0.868333,0.651231,0.669300,0.734929
3122,0.868333,0.643632,0.936536,0.699986
3123,0.870000,0.686559,0.722185,0.792308
3124,0.870000,0.504690,0.762128,0.471451
3125,0.870000,0.520174,0.535838,0.513333
3126,0.870000,0.694095,0.922870,0.898285
3127,0.871667,0.680359,0.853025,0.781000
3128,0.873333,0.603026,0.729304,0.766732
3129,0.873333,0.655946,0.790144,0.651716
3130,0.875000,0.679462,0.912285,0.820821
3131,0.875000,0.681319,0.848161,0.758998
3132,0.875000,0.689306,0.845465,0.858776
3133,0.875000,0.676884,0.884724,0.743477
3134,0.875000,0.692453,0.934521,0.854626
3135,0.876667,0.684240,0.976418,0.838524
3136,0.876667,0.491407,0.535419,0.520693
3137,0.878333,0.569899,0.549318,0.584592
3138,0.878333,0.645169,0.635306,0.688394
3139,0.878333,0.606813,0.838583,0.559509
3140,0.880000,0.695618,0.851990,0.849699
3141,0.880000,0.678152,0.758054,0.816406
3142,0.880000,0.638497,0.917981,0.614767
3143,0.881667,0.655451,0.866389,0.684393
3144,0.881667,0.643099,0.854806,0.638981
3145,0.883333,0.621784,0.789842,0.679468
3146,0.883333,0.597330,0.850948,0.581604
3147,0.883333,0.638784,0.796562,0.671563
3148,0.883333,0.649181,0.601728,0.658490
3149,0.883333,0.644730,0.638207,0.615567
3150,0.883333,0.650454,0.664743,0.748250
3151,0.883333,0.664240,0.919805,0.734621
3152,0.883333,0.681897,0.738379,0.796114
3153,0.883333,0.640817,0.742058,0.701207
3154,0.883333,0.667877,0.874278,0.733692
3155,0.883333,0.672167,0.743833,0.735975
3156,0.883333,0.696536,0.888207,0.838678
3157,0.883333,0.645753,0.764706,0.637206
3158,0.883333,0.581868,0.758705,0.509954
3159,0.883333,0.680484,0.846183,0.823801
3160,0.883333,0.663573,0.782770,0.689301
3161,0.883333,0.665558,0.887184,0.753592
3162,0.883333,0.679791,0.844023,0.759265
3163,0.883333,0.644264,0.655220,0.662480
3164,0.883333,0.466614,0.590637,0.470080
3165,0.883333,0.668955,0.711422,0.745491
3166,0.883333,0.669036,0.708046,0.738887
3167,0.883333,0.682815,0.774804,0.846051
3168,0.883333,0.622168,0.583283,0.657824
3169,0.883333,0.607353,0.632761,0.613165
3170,0.885000,0.678711,0.770190,0.832787
3171,0.885000,0.695924,0.911754,0.894280
3172,0.886667,0.662356,0.863992,0.650782
3173,0.886667,0.667080,0.669069,0.753912
3174,0.888333,0.670016,0.883999,0.793968
3175,0.888333,0.531802,0.714955,0.489656
3176,0.888333,0.634733,0.853354,0.640666
3177,0.888333,0.680789,0.931715,0.703525
3178,0.890000,0.634739,0.861453,0.635173
3179,0.891667,0.675311,0.839279,0.801037
3180,0.891667,0.434451,0.627884,0.435441
3181,0.891667,0.688538,0.758762,0.808045
3182,0.891667,0.632803,0.709844,0.635036
3183,0.891667,0.634796,0.856284,0.640694
3184,0.891667,0.690327,0.845304,0.826481
3185,0.893333,0.619255,0.907486,0.649463
3186,0.893333,0.674694,0.795120,0.774628
3187,0.893333,0.699397,0.842164,0.899623
3188,0.893333,0.685196,0.783133,0.862657
3189,0.893333,0.577692,0.606613,0.492699
3190,0.895000,0.693589,0.882477,0.849787
3191,0.895000,0.677824,0.589656,0.704577
3192,0.896667,0.651453,0.699939,0.651989
3193,0.896667,0.681081,0.762572,0.820788
3194,0.898333,0.667276,0.828087,0.735199
3195,0.898333,0.684851,0.824171,0.784518
3196,0.898333,0.670258,0.826868,0.775675
3197,0.898333,0.686273,0.728735,0.738464
3198,0.900000,0.477294,0.703778,0.475526
3199,0.900000,0.688975,0.863367,0.814848
3200,0.900000,0.681848,0.808590,0.762398
3201,0.900000,0.697958,0.894261,0.852615
3202,0.900000,0.690043,0.862177,0.832252
3203,0.900000,0.633325,0.755662,0.650247
3204,0.900000,0.613860,0.602850,0.594130
3205,0.900000,0.671191,0.919209,0.760235
3206,0.900000,0.659395,0.900511,0.682487
3207,0.900000,0.649011,0.714136,0.648986
3208,0.900000,0.610798,0.789267,0.630212
3209,0.900000,0.695358,0.849882,0.834661
3210,0.900000,0.669795,0.889579,0.816601
3211,0.900000,0.671474,0.833966,0.737938
3212,0.901667,0.679977,0.848579,0.770456
3213,0.901667,0.651430,0.742549,0.765820
3214,0.903333,0.680033,0.823466,0.731709
3215,0.903333,0.630186,0.647246,0.718063
3216,0.903333,0.675592,0.882772,0.824860
3217,0.903333,0.669003,0.987735,0.763398
3218,0.905000,0.596358,0.683512,0.721169
3219,0.905000,0.681081,0.762578,0.820788
3220,0.905000,0.654544,0.743920,0.705017
3221,0.906667,0.540183,0.756123,0.433148
3222,0.906667,0.630490,0.793841,0.592668
3223,0.908333,0.685658,0.841974,0.853977
3224,0.908333,0.689769,0.719975,0.851345
3225,0.910000,0.631936,0.713475,0.635510
3226,0.910000,0.659685,0.708076,0.786936
3227,0.910000,0.654707,0.924103,0.630088
3228,0.910000,0.656721,0.830781,0.676298
3229,0.911667,0.631473,0.848237,0.664217
3230,0.911667,0.638971,0.744841,0.688087
3231,0.911667,0.646065,0.638338,0.772095
3232,0.911667,0.601556,0.724919,0.674702
3233,0.911667,0.694903,0.797717,0.901908
3234,0.911667,0.649374,0.782027,0.528378
3235,0.911667,0.672833,0.605728,0.700863
3236,0.913333,0.680433,0.839786,0.852273
3237,0.913333,0.671182,0.761140,0.749760
3238,0.913333,0.551762,0.629979,0.583489
3239,0.915000,0.641463,0.643462,0.638384
3240,0.915000,0.694706,0.848771,0.844988
3241,0.915000,0.673052,0.611589,0.697252
3242,0.915000,0.696363,0.810461,0.867218
3243,0.915000,0.648577,0.920816,0.635551
3244,0.915000,0.686812,0.748017,0.847760
3245,0.916667,0.664705,0.985125,0.719082
3246,0.916667,0.698724,0.896348,0.880566
3247,0.916667,0.676569,0.778054,0.814047
3248,0.916667,0.657752,0.972295,0.729199
3249,0.916667,0.677642,0.773669,0.772045
3250,0.916667,0.691314,0.897832,0.870485
3251,0.916667,0.632312,0.612354,0.633810
3252,0.916667,0.554078,0.617585,0.587838
3253,0.916667,0.679608,0.819357,0.774160
3254,0.916667,0.689133,0.845091,0.814666
3255,0.916667,0.695023,0.846552,0.879891
3256,0.916667,0.685991,0.720812,0.796473
3257,0.918333,0.674936,0.866538,0.748243
3258,0.918333,0.694880,0.724289,0.906520
3259,0.918333,0.680345,0.772365,0.791096
3260,0.920000,0.655173,0.793713,0.668236
3261,0.920000,0.690610,0.689704,0.875090
3262,0.921667,0.509423,0.595026,0.515959
3263,0.925000,0.686023,0.842581,0.803646
3264,0.925000,0.649660,0.839496,0.701603
3265,0.925000,0.649620,0.923956,0.636456
3266,0.925000,0.593896,0.778495,0.676909
3267,0.926667,0.682326,0.861943,0.818127
3268,0.926667,0.677874,0.936561,0.775157
3269,0.926667,0.680818,0.800930,0.825418
3270,0.926667,0.685438,0.713021,0.812864
3271,0.928333,0.650725,0.834892,0.680122
3272,0.931667,0.690621,0.907350,0.881121
3273,0.931667,0.655409,0.854426,0.619059
3274,0.931667,0.701560,0.887646,0.840784
3275,0.931667,0.598162,0.629106,0.630063
3276,0.933333,0.668386,0.705418,0.715261
3277,0.933333,0.691364,0.943942,0.814641
3278,0.933333,0.692326,0.887193,0.834497
3279,0.933333,0.661281,0.964175,0.735849
3280,0.933333,0.694250,0.649280,0.858203
3281,0.933333,0.676289,0.813016,0.778255
3282,0.933333,0.647763,0.648000,0.772484
3283,0.933333,0.695032,0.663356,0.858351
3284,0.933333,0.666347,0.877603,0.675965
3285,0.933333,0.669911,0.787909,0.806837
3286,0.933333,0.677487,0.807364,0.753797
3287,0.933333,0.648581,0.924471,0.635574
3288,0.933333,0.698860,0.881429,0.905671
3289,0.935000,0.688926,0.865723,0.864007
3290,0.936667,0.635361,0.791319,0.651896
3291,0.936667,0.693504,0.932724,0.848313
3292,0.938333,0.672149,0.767406,0.726050
3293,0.938333,0.629165,0.758639,0.554438
3294,0.938333,0.667183,0.808222,0.716037
3295,0.938333,0.670866,0.677390,0.811435
3296,0.938333,0.687944,0.745700,0.818394
3297,0.940000,0.695557,0.805297,0.868482
3298,0.940000,0.667131,0.881804,0.779479
3299,0.940000,0.664338,0.731878,0.740123
3300,0.941667,0.647256,0.922442,0.638693
3301,0.941667,0.664023,0.861141,0.744805
3302,0.943333,0.668833,0.772689,0.722443
3303,0.945000,0.682986,0.881264,0.761732
3304,0.945000,0.689438,0.720423,0.855588
3305,0.946667,0.686780,0.823358,0.859378
3306,0.948333,0.659043,0.920591,0.770335
3307,0.950000,0.669791,0.798496,0.711719
3308,0.950000,0.677019,0.890738,0.743809
3309,0.950000,0.696726,0.891556,0.907787
3310,0.950000,0.646713,0.559080,0.691090
3311,0.950000,0.653209,0.892120,0.649030
3312,0.950000,0.644295,0.768827,0.676495
3313,0.950000,0.685309,0.664733,0.875323
3314,0.950000,0.674034,0.811734,0.799393
3315,0.951667,0.653663,0.916358,0.629542
3316,0.951667,0.647050,0.902931,0.596080
3317,0.955000,0.686438,0.815915,0.790935
3318,0.956667,0.651762,0.853774,0.670503
3319,0.958333,0.683933,0.772014,0.849677
3320,0.958333,0.700367,0.842838,0.936729
3321,0.960000,0.671649,0.685994,0.812430
3322,0.961667,0.633126,0.669383,0.721731
3323,0.963333,0.690164,0.887665,0.880890
3324,0.963333,0.681430,0.829688,0.807325
3325,0.963333,0.648990,0.907128,0.606979
3326,0.965000,0.675888,0.789718,0.792914
3327,0.965000,0.609039,0.663140,0.624380
3328,0.966667,0.690041,0.862536,0.848405
3329,0.966667,0.574844,0.921011,0.513875
3330,0.966667,0.671792,0.643931,0.788870
3331,0.966667,0.700384,0.802261,0.844915
3332,0.966667,0.579956,0.774807,0.643617
3333,0.966667,0.668149,0.689375,0.789177
3334,0.966667,0.669089,0.767181,0.840715
3335,0.966667,0.652153,0.778780,0.690704
3336,0.966667,0.676239,0.890516,0.818357
3337,0.966667,0.660859,0.796972,0.737900
3338,0.966667,0.674126,0.867705,0.782056
3339,0.968333,0.653886,0.829642,0.691606
3340,0.968333,0.686440,0.900302,0.872088
3341,0.968333,0.681976,0.785596,0.797959
3342,0.973333,0.672344,0.687275,0.812670
3343,0.975000,0.700441,0.798617,0.873278
3344,0.976667,0.581587,0.735618,0.660822
3345,0.978333,0.651524,0.942427,0.675324
3346,0.978333,0.690841,0.903812,0.864926
3347,0.980000,0.649184,0.743921,0.716350
3348,0.981667,0.648051,0.897888,0.652018
3349,0.983333,0.656224,0.735792,0.658383
3350,0.985000,0.605298,0.741400,0.675210
3351,0.986667,0.649483,0.841464,0.757486
3352,0.986667,0.656246,0.772547,0.675418
3353,0.988333,0.644812,0.866163,0.612232
3354,0.996667,0.612559,0.627267,0.731324
3355,0.998333,0.635959,0.831502,0.741662
3356,0.998333,0.645756,0.743361,0.692930
3357,1.000000,0.681722,0.824720,0.812705
3358,1.000000,0.686001,0.839213,0.874338
3359,1.000000,0.670872,0.812682,0.733102
